id,anchor,target,context,score
c2d3643af9db7374,display different pictures,display grid,G02,0.0
20333ceea5d7f11e,display different pictures,display moving pictures,G02,0.5
a9067e85ac9eea8a,display different pictures,display pictures,G02,0.5
f1b0feca246a0824,display different pictures,display same pictures,G02,0.25
6446f51e77f44c61,display different pictures,double screen stereo imaging,G02,0.5
83394e47e3c4f2d7,display different pictures,dual pictures,G02,0.5
61cbded73c64f56d,display different pictures,family picture,G02,0.0
c2668b05337c1788,display different pictures,image,G02,0.25
e6534d5442b7a2dc,display different pictures,items on display,G02,0.0
e03364bb3733f802,display different pictures,multihead display different pictures,G02,0.75
35f7bd1418ba4d3a,display different pictures,pictorial image,G02,0.5
05e2f0524af52d6f,display different pictures,present different images,G02,0.75
214fa1179ef7dc9b,display different pictures,projector,G02,0.25
a6a96c8965366882,display different pictures,provisional single image,G02,0.25
feeaa263f824c0f6,display different pictures,show different picture,G02,0.75
fae813f076f9267a,display different pictures,single image generation,G02,0.25
53c754cfec13c6a6,display different pictures,symbol presentation,G02,0.5
ccce2d33030297c5,display different pictures,curved display apparatus,H04,0.25
4733d1401b70dade,display different pictures,different colors,H04,0.0
2ddaab1fec4b69a5,display different pictures,different display,H04,0.25
4eab68ff046b114c,display different pictures,different fonts,H04,0.0
8966d11973734872,display different pictures,different musical instruments,H04,0.0
243d43ae07d8adf6,display different pictures,display control unit,H04,0.25
4bf583bbcaa9187d,display different pictures,display different frames,H04,0.75
29053359560100ca,display different pictures,display different images,H04,0.75
bb37031b8ade5d23,display different pictures,display different photos,H04,0.75
6411f59c56dce418,display different pictures,display distinct images,H04,0.75
5e6c05fdbf578b08,display different pictures,display moving pictures,H04,0.5
19b79112e62c8f96,display different pictures,display multiple pictures,H04,0.5
11a8b8d6409ee44f,display different pictures,display pictures,H04,0.5
d5a8e84d264572aa,display different pictures,display pixel electrodes,H04,0.25
85933b1f6e203b9d,display different pictures,display varied images,H04,0.75
d56fe9d42e27b3ee,display different pictures,display varied pictures,H04,0.75
1b8e4e3eda701df7,display different pictures,display various images,H04,0.75
2a59b729a9bc444e,display different pictures,image quality,H04,0.25
b1bb37abcdc24184,display different pictures,jewelry display,H04,0.0
c097835b2f636d26,display different pictures,light emitting display,H04,0.25
0fb6c6074c1a94f4,display different pictures,picture plant,H04,0.0
0cf101bfecf76852,display different pictures,pretty pictures,H04,0.0
73b1e08d071956f8,display different pictures,sequence of different image,H04,0.25
c41e75c9522e8065,display different pictures,showing different photos,H04,0.75
050b0d0c84d232a0,duplex device,alarm device,H04,0.0
53092dea36730c6c,duplex device,antipodal demodulator,H04,0.25
74b5e5cce2012a21,duplex device,antipodal finline structures,H04,0.25
d42e696726926b83,duplex device,antipodal slot antenna,H04,0.25
5c50f57587785de7,duplex device,bandwidth,H04,0.25
487c380eabe2c782,duplex device,bandwidth receiver,H04,0.25
662a3ea699884caf,duplex device,bandwidth set,H04,0.5
8e4a74110348a277,duplex device,bandwidth system,H04,0.25
9a8be678b174a3a1,duplex device,codebook,H04,0.0
336d60886290a2f9,duplex device,duplex,H04,0.25
4b1e9d6f203a3f33,duplex device,duplex apartment,H04,0.0
fee45fa5e790d893,duplex device,duplex client,H04,0.5
3c83fec725672b97,duplex device,duplex communication,H04,0.5
0b1d2a2ad673d7bb,duplex device,duplex floor,H04,0.25
e293baef60b79712,duplex device,duplex floor control,H04,0.0
937d6ed9c04389e6,duplex device,duplex house,H04,0.0
cc94b88518587e7c,duplex device,duplex mf,H04,0.25
7bc18ae0f7c65d22,duplex device,duplex mf control,H04,0.25
13187edbd051f7c3,duplex device,duplex receiver,H04,0.5
3e3caea0c399c032,duplex device,duplex set,H04,0.5
a26f6a589fd3854d,duplex device,duplex switch,H04,0.75
0a7df76ba7e9a3c4,duplex device,duplex switching,H04,0.5
5f5b2b8b29491277,duplex device,duplex system,H04,0.75
f72131aa6262f2fb,duplex device,duplex talker,H04,0.5
001862743a04f44e,duplex device,duplexer device,H04,1.0
ce7ca900e70ed818,duplex device,fancy device,H04,0.0
f2de3a02e1db46eb,duplex device,floor,H04,0.0
16dd1572b6e1f7dd,duplex device,floor control,H04,0.0
398e77fcc5f029cb,duplex device,full duplex,H04,0.5
14690a045a06f2e1,duplex device,full duplex network,H04,0.5
89e3583603576989,duplex device,half duplex device,H04,0.5
2570f9029f12e55c,duplex device,hospital devices,H04,0.0
a02d40df25a57723,duplex device,multiplex devices,H04,0.5
9571185c724b0faa,duplex device,pc device,H04,0.0
baafdeef6b5a5365,duplex device,route switch,H04,0.25
335c83ea0a894f22,duplex device,sip,H04,0.25
26754a8e958a26d1,duplex device,sip device,H04,0.25
66608e8d0ed4fb0c,duplex device,sip pc,H04,0.25
5a65fe9653c148a0,duplex device,terminating devices,H04,0.25
8d378fdfc1c9eb76,duplex device,transmission lines,H04,0.25
687baf867333f6d0,ecn,accessible communication network,H04,0.5
6b1da678150d68af,ecn,communication signal,H04,0.25
57259b8e242d8001,ecn,computer network,H04,0.5
562581b7c06fd9c6,ecn,congestion episode,H04,0.5
e7e855a2df9fb84f,ecn,ear nose throat,H04,0.0
ae958dac97334d43,ecn,edge compute nodes,H04,0.75
04f10c9193e905fa,ecn,electronic communication network,H04,0.75
d9f7fd5a9f9defcb,ecn,electronic component news,H04,0.0
fe686c3afae86375,ecn,emergency communication,H04,0.0
44068fb59f066f35,ecn,european cricket network,H04,0.0
34913629e174e7e5,ecn,explicit congestion notification,H04,0.75
b66f7cac93c9010c,ecn,food network,H04,0.0
462217726dc716d3,ecn,global data,H04,0.25
ad1429159ea4a25b,ecn,information processing,H04,0.25
b45fb22c6585d0da,ecn,information transmission,H04,0.25
eca5b62b35971f0c,ecn,message processing,H04,0.25
e0b801d4c2a2caa5,ecn,message transmission,H04,0.25
07e9dcee0ca4b71e,ecn,multi user computer,H04,0.25
da2d4d524014614e,ecn,packet drop rate,H04,0.5
9259b2b988bfa526,ecn,sheet stopping function,H04,0.25
14876a6351582e56,ecn,signaling,H04,0.25
19dd85b608a061a3,ecn,soft,H04,0.0
9cde40b8b3091b4e,ecn,stopping operation,H04,0.25
ef92c58ec515df59,ecn,stopping the print job,H04,0.25
3cf948ed358a42a1,ecn,transmission,H04,0.25
3b1e2666f152bc07,ecn,wide area computer network,H04,0.5
a8fa985c5f1f34a6,ecn,widescreen monitor,H04,0.0
7fb6fed94bd61178,el display,el emitting,G02,0.5
e511f19c213d32a9,el display,el forming,G02,0.5
88897db6f92098cd,el display,el light display,G02,0.75
e437249e021daea7,el display,el light emitting,G02,0.5
e310994679de56d1,el display,electroluminescent,G02,0.5
df70fa088b257c0c,el display,electroluminescent display,G02,0.75
5a96f361027c42a0,el display,electroluminescent emitting,G02,0.5
915e7f0c2a1ba86d,el display,electronic,G02,0.25
cd86ec9acbc000a8,el display,electronic el display,G02,0.75
0162a8cda2f8fc01,el display,electronic el emitting,G02,0.5
ec80c6915f6fb8bd,el display,electronic image display,G02,0.5
2fc0cf8586ede65e,el display,electronic image emitting,G02,0.5
7aa5908a77a7ec24,el display,illumination,G02,0.25
c33997e5202e2560,el display,image display,G02,0.5
ee5a373905881c29,el display,image forming,G02,0.5
0a90b6974912fd0c,el display,light display,G02,0.5
71766e04957ed12e,el display,light el,G02,0.0
e91c6f7b0ad58086,el display,light emitting,G02,0.5
5cc4064dc3f896cb,el display,ole,G02,0.5
be7ef200d7cd596e,el display,organic el display,G02,0.5
ff9b47d8df8d4ade,el display,organic el emitting,G02,0.5
a189e250c77a1b1c,el display,organic image display,G02,0.5
f83b76a50b414af9,el display,organic image emitting,G02,0.5
145ded883a226943,el display,artwork display,H04,0.0
f07ac7fdefbf08b6,el display,cathode ray tube,H04,0.25
2ee348d9f3bcf4bf,el display,display device,H04,0.25
fed85de5308afed4,el display,door panel,H04,0.0
578af5f140131d7d,el display,el crystal display,H04,0.5
6e3ca94f0a167da5,el display,el display panel,H04,0.5
d88f46042b0e4477,el display,el dorado,H04,0.0
87267adf7e4e4a64,el display,el emitting,H04,0.5
14017f80b6a194b2,el display,el light display,H04,0.75
b3b954d5cb59edd0,el display,electro display,H04,0.25
c3b8f487a36f3690,el display,electro luminescent display,H04,0.75
8433d03287aa1ff3,el display,electroluminescent,H04,0.5
2fdfa167859eb7c5,el display,electroluminescent display,H04,0.75
76c8e20c9209f2ac,el display,electroluminescent panel,H04,0.75
d6cbe45274efe10a,el display,electroluminescent screen,H04,0.75
6d12fb376af06770,el display,fireworks display,H04,0.0
04160242c9b01f1a,el display,fluorescent screen,H04,0.25
b64deb1e80936ba6,el display,illuminable,H04,0.25
ce52715785c24444,el display,lcd device,H04,0.25
bea7a81b11dcc342,el display,led,H04,0.5
96706f38cf992026,el display,light crystal display,H04,0.5
08423cd427a24310,el display,light crystal emitting,H04,0.5
d13a27c9349de644,el display,light display,H04,0.5
59d710e6fdee42c8,el display,light emitting,H04,0.25
a0865a4f574ea50f,el display,organic compounds,H04,0.0
189df275ef171bcc,el display,organic el display,H04,0.5
afdf31991ba43ef4,el display,panel data,H04,0.0
916a43ef10a5a6a7,el display,phosphor screen,H04,0.25
2b1a304e65599c9c,el display,self emission device,H04,0.25
4ac9e2e84c59cfc7,el display,self emission display,H04,0.5
cf85199b7d8e42d2,el display,thin film electroluminescent display,H04,0.5
d0ec0a6b83c7e3ee,electromagnetic radiation source,absorbing the wavelength,G02,0.25
a500e0078f8ca815,electromagnetic radiation source,black material layer,G02,0.25
7489518ed9e3a511,electromagnetic radiation source,broadband light sources,G02,0.5
96bf4403882a1be5,electromagnetic radiation source,control boundary element,G02,0.5
ff81d7c73298498d,electromagnetic radiation source,device manager,G02,0.0
fbe1ba0703adb99a,electromagnetic radiation source,electromagnetic lights source,G02,0.75
9b39a401a984391d,electromagnetic radiation source,emitter,G02,0.25
53f4d07376ee2a28,electromagnetic radiation source,excitation component,G02,0.5
55d972726a621a1a,electromagnetic radiation source,excitation component source,G02,0.5
ed436112ff1b0293,electromagnetic radiation source,excitation element,G02,0.5
b8effd40df8e25f8,electromagnetic radiation source,excitation light device,G02,0.5
ebaa4fe2beeae968,electromagnetic radiation source,excitation light source,G02,0.5
2eda715f29afe4a7,electromagnetic radiation source,excitation radiation device,G02,0.5
78a81bdd14a1ba2c,electromagnetic radiation source,excitation radiation source,G02,0.5
52566b275019793f,electromagnetic radiation source,excitation source,G02,0.5
99b2db9c5ce79038,electromagnetic radiation source,illuminant,G02,0.5
3543621cf1ce8c77,electromagnetic radiation source,illumination element,G02,0.25
633c09fb002f2634,electromagnetic radiation source,illumination source,G02,0.5
ad849c0c80e41aac,electromagnetic radiation source,laser,G02,0.25
e1c249da22bb1b70,electromagnetic radiation source,laser radiation source,G02,0.5
f548cd35826a5eb6,electromagnetic radiation source,led,G02,0.25
dd78094a405eb227,electromagnetic radiation source,microwaves,G02,0.5
92f349031e7ea15c,electromagnetic radiation source,non electromagnetic radiation,G02,0.25
7cf1c2aa6bdfd03c,electromagnetic radiation source,optical component,G02,0.25
dbb03db5f396bbdd,electromagnetic radiation source,optical component source,G02,0.5
d63ad74461720937,electromagnetic radiation source,optical device,G02,0.25
c8248ff7fe72753b,electromagnetic radiation source,optical element,G02,0.25
16a0d36b4e73af66,electromagnetic radiation source,optical light device,G02,0.5
818bc5ee34027f2e,electromagnetic radiation source,optical light source,G02,0.5
b04e092838dd0df3,electromagnetic radiation source,optical radiation device,G02,0.5
36b9e8e49188fe6f,electromagnetic radiation source,optical radiation source,G02,0.5
0ccf0d71b69d980e,electromagnetic radiation source,optical source,G02,0.5
35391782af6a4de6,electromagnetic radiation source,radiant energy source,G02,0.5
6e9524dde5323f25,electromagnetic radiation source,radiation generating device,G02,0.5
437311a7aa2dda77,electromagnetic radiation source,radiation hazard,G02,0.0
ab07eceebf6041a8,electromagnetic radiation source,radiation source,G02,0.5
62cad5552f5d3b62,electromagnetic radiation source,radio waves,G02,0.5
8a204e14f23aa308,electromagnetic radiation source,source documents,G02,0.0
dd1963a9a0e8720b,electromagnetic radiation source,source terminal,G02,0.0
02a315f500b313a3,electromagnetic radiation source,source tree,G02,0.0
df597c8cbfa11d61,electromagnetic radiation source,water source,G02,0.0
7b351ba680f9ed16,electromagnetic radiation source,x ray machine,G02,0.25
d7f5a188d9e7516e,encode form,binary converter,H04,0.25
253b493b50daf762,encode form,coding form,H04,0.75
8e1f617964df08bf,encode form,data decryption unit,H04,0.25
eb70449aaae94078,encode form,declaration form,H04,0.0
93bae37dfb88f90a,encode form,decode form,H04,0.25
4250b7d502c88d36,encode form,decryption code,H04,0.25
c28579d3034e2c93,encode form,decryption key,H04,0.25
91c5dd9c0f000784,encode form,encode form video bit stream,H04,0.5
6851a48429b9f08b,encode form,encode in form,H04,0.75
d7f2d9c1ba1b0763,encode form,encoded form,H04,1.0
c53af1f370f1e69a,encode form,gaseous form,H04,0.0
71dd6812c0a72b76,encode form,head end encoder,H04,0.5
1d1856b5b4f717bd,encode form,interframe encode form,H04,0.5
ee009edbe02c7731,encode form,liquid form,H04,0.0
76a711689e1f46d3,encode form,pre encoded form,H04,0.75
0c6387e5f1c3402c,encode form,predetermined encode form,H04,0.5
5c5cfc0736ace52e,encode form,simple design,H04,0.0
4c1b0d19b7719470,encode form,simple encoder,H04,0.5
4f3bfb4afda5c804,encode form,solid form,H04,0.0
fcb420242b710453,encode form,structural form,H04,0.0
4e456ff06dc58d6b,encode form,url encode,H04,0.25
26aeff8305dabc81,fiber slack,cable length,H04,0.25
f98fc48949371bc1,fiber slack,cable slack,H04,0.5
cf9480dc58dc58ac,fiber slack,cotton fibre,H04,0.0
62086d686e7cdff1,fiber slack,fiber cable,H04,0.25
9113cf9d2c61b716,fiber slack,fiber cable management,H04,0.5
63d16a3141b8b919,fiber slack,fiber foods,H04,0.0
222ad57122eee8a9,fiber slack,fiber length,H04,0.5
6a90b18b092c4965,fiber slack,fiber optic cable slack,H04,0.75
f61484f6536bbe55,fiber slack,fiber optic system,H04,0.5
9d56874281bea8b5,fiber slack,fiber slacks,H04,1.0
b210ef767d523b0f,fiber slack,fibre board,H04,0.0
c762dc226f6b6deb,fiber slack,fibre door,H04,0.0
98c6b508cf765373,fiber slack,flexible slack,H04,0.25
a653790b294bb01c,fiber slack,optical fiber,H04,0.5
e120384cbb1cc090,fiber slack,optical slack,H04,0.75
a62f22dcc04fe40f,fiber slack,slack,H04,0.5
7499daa31f577a33,fiber slack,slack cable,H04,0.75
3c15e18bd122f321,fiber slack,slack storage,H04,0.25
89d175e269140979,fiber slack,slack variable,H04,0.0
70da3bb8e222bdce,fiber slack,slack work,H04,0.0
34dba249fd511eb0,fiber slack,spun yarn,H04,0.25
b1966843be7c6b01,fiber slack,wireless communication,H04,0.25
651168b27e74eb91,fiber slack,wireless lan,H04,0.25
ddcd009371d5be8d,form as body,application form,G02,0.0
6824eb37575c84ba,form as body,banded metallic plate,G02,0.5
92e92befb268d8d7,form as body,body effect,G02,0.0
50790eaa14e0eba8,form as body,body form,G02,0.5
99f4e2705a7fa5ed,form as body,body parts,G02,0.0
85a26107b165ddc4,form as body,body shop,G02,0.0
4b1119dce640eebb,form as body,body types,G02,0.5
17f3a04763bb4899,form as body,destroy body,G02,0.25
92b8f410e0ddc438,form as body,form as body shaping,G02,0.75
52cb640807924da1,form as body,form as disk,G02,0.5
d57f211589eabbc0,form as body,form as plate,G02,0.5
a37a4df2308f036e,form as body,form as single part,G02,0.5
9df6755ee216b675,form as body,form filling,G02,0.0
818e33143780a2ab,form as body,form less column,G02,0.25
487d779a79358e2c,form as body,form notice,G02,0.0
1947bb7de9f3326e,form as body,formation of object,G02,0.5
fd0fc6412f313086,form as body,formless composite beam,G02,0.25
d1857b0f44e7ae5f,form as body,formless material,G02,0.25
2502b4b3fd36f09d,form as body,inner and outer surfaces,G02,0.25
d0e12ccab8ce1f56,form as body,melts form as body,G02,0.75
bc48e2b978420558,form as body,object,G02,0.25
ae9f4ef63742dd58,form as body,outer housing formation,G02,0.5
f2ba703b59ddfcc7,form as body,sealing form,G02,0.5
0613297f079ff6a5,form as body,form as barrier,H04,0.5
6709310e49b14808,form as body,form as single part,H04,0.5
bdb03e6c8eaa69c4,ftir spectrometer,atr ftir,G02,0.5
84bcf82e61ea612a,ftir spectrometer,atr ftir standard spectrogram,G02,0.75
6d51b4b4d212b870,ftir spectrometer,component sale,G02,0.0
bd91395e3cdb26c1,ftir spectrometer,detection,G02,0.25
02468996ba1372d0,ftir spectrometer,emit infrared radiation,G02,0.5
1e36a9daffe03c39,ftir spectrometer,fourier transform infrared spectrometer,G02,0.75
194c1c6739d19f4b,ftir spectrometer,ft ir,G02,0.5
990cda30042acbba,ftir spectrometer,ft ir spectrometer,G02,1.0
d26781088f7ac96e,ftir spectrometer,ft spectrometer,G02,0.5
7ec7f2ddc662d51c,ftir spectrometer,ftir,G02,0.5
ab6bc36a0182b9c9,ftir spectrometer,ftir analysis,G02,0.5
9ffc1788afdcd445,ftir spectrometer,ftir spectra,G02,0.25
18d242531a0b554f,ftir spectrometer,ftir spectrometer instrumentation,G02,0.75
25e4cca917401809,ftir spectrometer,high resolution spectral data collector,G02,0.5
39d0838d8fae3aa1,ftir spectrometer,image analysis,G02,0.5
a3e24574ff3cccd0,ftir spectrometer,image detection,G02,0.5
3eabc21ac39aa874,ftir spectrometer,imaging,G02,0.25
9bbd526e4787decb,ftir spectrometer,infrared ir,G02,0.5
915e5a8374ecb070,ftir spectrometer,infrared spectrometer,G02,0.75
36954938b5efa5e1,ftir spectrometer,instrument cluster,G02,0.0
29c35dec9d164da4,ftir spectrometer,led,G02,0.25
f8082c66dc65ca98,ftir spectrometer,measuring instrument,G02,0.5
bf4fc6d568ca468d,ftir spectrometer,modulator,G02,0.5
afd7de81de6ec69c,ftir spectrometer,optical ir,G02,0.5
65f4ec36c7cc6802,ftir spectrometer,optical ir spectrometer,G02,0.5
431eb5b4d613d584,ftir spectrometer,particles separate,G02,0.25
b70db48e3d284776,ftir spectrometer,phase modulator,G02,0.5
8041cbc926d1c62f,ftir spectrometer,real life dimensions,G02,0.25
a1b842afb50e462d,ftir spectrometer,real life service,G02,0.25
178fddbe8bee3c7c,ftir spectrometer,real world activities,G02,0.25
6b3c88659c85d8af,ftir spectrometer,scientific instrument,G02,0.25
193e2183f543e313,ftir spectrometer,separate lines,G02,0.0
413e639fd559c2f3,ftir spectrometer,sld,G02,0.5
237ce85c9638a15d,ftir spectrometer,spatial modulator,G02,0.5
b91e3d36aeb08410,ftir spectrometer,spectral analysis,G02,0.5
71d4e5967a8c6e02,ftir spectrometer,spectral components,G02,0.25
3e27b0aed024e02f,ftir spectrometer,spectral detection,G02,0.5
13f4440b34966bf0,ftir spectrometer,spectrometer,G02,0.5
bcc3bd221224baea,ftir spectrometer,spectrometer availability,G02,0.0
0328a4d057cbeb90,ftir spectrometer,spectrometer dealer,G02,0.0
245d260f8c8cf8d2,ftir spectrometer,spectrometer price,G02,0.0
bdeee01fbcc8f97f,ftir spectrometer,spectroscopy,G02,0.5
b7ff2bca85285fac,generate in layer,destroy in layer,G02,0.25
202131e5cfd6fbf5,generate in layer,generate at layer,G02,0.75
5203a36c501f1b7c,generate in layer,generate by layer,G02,1.0
d3a5c40d75f3aeec,generate in layer,generate energy,G02,0.0
b1547c280d42938b,generate in layer,generate in active layer,G02,0.5
5bc364d9eb98c7bf,generate in layer,generate in layer,G02,1.0
1487d710e4f11f4a,generate in layer,generate in layer material,G02,0.75
2138d543291a1d82,generate in layer,generate in substrate,G02,0.75
77e1f47329326a6e,generate in layer,generate in wafer,G02,0.75
e625cb28e637f428,generate in layer,generate layer,G02,1.0
0f446201fed9b75b,generate in layer,generate sound,G02,0.0
41c9336caf76f8f7,generate in layer,layer by layer manufacturing,G02,0.75
feaba70099238129,generate in layer,layer generation,G02,0.5
3eedce64d5e6e696,generate in layer,layered formation,G02,0.5
43b44b02da3fd25d,generate in layer,layers of atmosphere,G02,0.0
3e842a89bc1ecf9b,generate in layer,network,G02,0.25
7718697b01a96ecc,generate in layer,produce in layer,G02,0.75
e5086da040f7e90c,generate in layer,rails without layers,G02,0.25
7083dd1524dc7be2,generate in layer,sandwich layer,G02,0.0
9b7a403de7ed2948,generate in layer,semiconductor,G02,0.25
c50eeb88ed0f98c5,generate in layer,silicon wafer without layers,G02,0.25
f2532b2611976648,generate in layer,skin layer,G02,0.0
453de2d2828c0336,generate in layer,thermosphere layer,G02,0.0
3d4b1d27c3c3fe68,generate in layer,without contours,G02,0.25
54e4ac49031b753d,gutters,body parts,G02,0.0
35c1f582e5502f80,gutters,clean water sump,G02,0.25
f0f69664f039d126,gutters,clean water tank,G02,0.25
d97f1d977a682489,gutters,electro optic medium,G02,0.5
afd1378847fa9afb,gutters,gaps,G02,0.75
688e08ebf9f2a9f1,gutters,gutter,G02,1.0
126136cc214b1679,gutters,gutter crutches,G02,0.0
0bcef53c89d28426,gutters,gutter frame,G02,0.0
c818d49b6ea87fd2,gutters,gutters bootstrap 4,G02,0.0
c76a423f96c5522e,gutters,led,G02,0.25
bf4cfe20b9f6c470,gutters,location frame,G02,0.25
4f1e0858e90bc7ff,gutters,optics body,G02,0.25
11d834a599e39cf7,gutters,place value,G02,0.0
0f5bc9a1f610165a,gutters,potable water inlet,G02,0.25
c1fe4516703ca120,gutters,railway gaps track,G02,0.0
66e73e22f7f6310c,gutters,rainwater sewer,G02,0.5
2496386a56efe9a2,gutters,remove from gutters,G02,0.5
57fa406629f0c6c3,gutters,separation place,G02,0.75
7f0a22c4c1591bda,gutters,sewage channel,G02,0.5
acfd70e16c8aefc3,gutters,transparent gutter,G02,0.5
6a2dda4b42cbf02d,gutters,waste water conduit,G02,0.5
45692c6e16b7c381,hardware blocks,addressable control space,H04,0.5
ab201797cacbc36f,hardware blocks,arithmetic units,H04,0.5
e710357fcb3b04d1,hardware blocks,blockchain,H04,0.0
ed21c4cb253db3a6,hardware blocks,building blocks,H04,0.0
dc556f7ef77a7949,hardware blocks,circuitry,H04,0.25
1ea4d8deb8eb1027,hardware blocks,components,H04,0.25
91328df2ece36f73,hardware blocks,firmware block,H04,0.25
6a401e4913d33c41,hardware blocks,hardware design block,H04,0.5
bc599542a5af810d,hardware blocks,hardware engine,H04,0.0
53e7b10c7b898f41,hardware blocks,hardware machine,H04,0.25
fe4af4e87e6a0d38,hardware blocks,hardware modem,H04,0.25
9c2b878349c11687,hardware blocks,hardware store,H04,0.0
572924443cc261ae,hardware blocks,hardware system,H04,0.5
e25948480e908f59,hardware blocks,hardware unit,H04,0.75
c3db512637be073d,hardware blocks,instructions,H04,0.5
abb29dcabf9b6415,hardware blocks,jd detection process,H04,0.0
241241969d3d2e31,hardware blocks,joint detection process,H04,0.0
3189b67011bc5aef,hardware blocks,lego blocks,H04,0.0
2d24863333180572,hardware blocks,pipeline,H04,0.25
17a9f1005fcbcde1,hardware blocks,plurality of hardware blocks,H04,1.0
55ec1a146b836d9f,hardware blocks,processor,H04,0.5
10e2912c5b0b33cf,hardware blocks,programmable logic device,H04,0.5
501594434230e5ca,hardware blocks,receive chain,H04,0.0
e1a8c61e6ea6f186,hardware blocks,receive circuitry,H04,0.25
590463e7475e46a3,hardware blocks,receiver chain,H04,0.0
2e3f7af9c6f43e4d,hardware blocks,receiver circuitry,H04,0.25
0a77d329561707b2,hardware blocks,software blocks,H04,0.25
95024f5dfcf84114,hardware blocks,software program,H04,0.25
0593193d0e7f6bba,hardware blocks,state,H04,0.5
ed646519b27e8b6f,hardware blocks,system block,H04,0.5
4705f5ca02d6dd9b,hardware blocks,system memory,H04,0.25
233ce51eb9272692,hear aid parameters,aid enzyme,H04,0.0
727a335d48c4a71d,hear aid parameters,aid parameters,H04,0.25
96195a25d45f9752,hear aid parameters,amplifier,H04,0.25
8e885b1073fc4bcb,hear aid parameters,compensating module,H04,0.25
87c4e97a9514fade,hear aid parameters,directional microphones,H04,0.5
01423f81aa69b659,hear aid parameters,first aid,H04,0.0
e5e82404620903fe,hear aid parameters,hear aid,H04,0.5
6efcd64b5a72a166,hear aid parameters,hear aid machine,H04,0.5
3792820488d01427,hear aid parameters,hear music,H04,0.0
7c65c8bea19cb7ea,hear aid parameters,hear parameters,H04,0.5
3d5bfaf54242b4df,hear aid parameters,hearing aid parameters,H04,1.0
24169479fce3c574,hear aid parameters,hearing aid profiles,H04,0.75
6400e8293af91751,hear aid parameters,hearing assistance device,H04,0.5
84ed88902e33147f,hear aid parameters,hearing device,H04,0.5
c0f745f3eeb4c0f6,hear aid parameters,hearing disability,H04,0.25
cede5f28957c912d,hear aid parameters,machine design,H04,0.0
87c4ea16f4f4e42d,hear aid parameters,medical aid,H04,0.0
e5777cd5ac472381,hear aid parameters,microphone,H04,0.25
9804565e721491ce,hear aid parameters,monetary aid,H04,0.0
fa4737909694ba91,hear aid parameters,noise reduction,H04,0.5
d50f1f859cf21809,hear aid parameters,speaker,H04,0.25
2491d92f9fac26db,hear aid parameters,vibrating alert system,H04,0.25
efc2d64e1f6afc9f,hear aid parameters,wireless connectivity,H04,0.5
3ad7755222495e16,hrb,bus tracking,H04,0.0
b628a4a1268dedc5,hrb,computer resource bus,H04,0.5
996f625b648e6b36,hrb,frequency hrb,H04,0.5
f18518f79665c429,hrb,hardware acceleration,H04,0.0
b3795e834aa3c695,hrb,hardware resource bus,H04,0.75
6d4dff9fdfcb0af6,hrb,hardware resource over a bus,H04,0.75
4c1b20fef2d1594a,hrb,herb plants,H04,0.0
07430e5268cf68d3,hrb,high rate bit,H04,0.75
792af9ce7dfa9aeb,hrb,high risk borrower,H04,0.0
7b8f92fee84ec258,hrb,hrb detectors,H04,0.5
15604d5e97e28b10,hrb,hrb parameter,H04,0.5
cf09ed9aaa98c154,hrb,human resources boosters,H04,0.0
40c955e7a9597cb2,hrb,low rate backward channel,H04,0.25
ab3f28a7f58e4347,hrb,low rate bit stream,H04,0.25
d828f88a1d92bef6,hrb,low rate position sequence,H04,0.25
9ce8d908f6120830,hrb,memory resource bus,H04,0.75
2cf219cd042c85f8,hrb,memory space,H04,0.25
0c1a6865c2769c6b,hrb,natural resources,H04,0.0
62721a7e01ecb8c0,hrb,shared resource pool,H04,0.25
ffb5b34fa960e947,hrb,virtual hardware,H04,0.25
cc38b0252751e99e,image signal generation,amber signal,H04,0.0
c67ebe5638dd40ff,image signal generation,bill generator,H04,0.0
32cd21b342228ebb,image signal generation,color matrix processing,H04,0.25
41ad930719e99c02,image signal generation,color process,H04,0.25
1a9b861dff5e0525,image signal generation,color processing,H04,0.25
ecfd949aefd97d76,image signal generation,color signal processing,H04,0.25
66feba80e1120a69,image signal generation,converting image signal,H04,0.5
d54508be2b2d0344,image signal generation,digital image processing,H04,0.5
16c016d3fa37f0ba,image signal generation,generating,H04,0.25
88b71963b9554ef1,image signal generation,generation,H04,0.25
d659ea108cf941d0,image signal generation,hydrogen generation,H04,0.25
03824ffe94ddbce1,image signal generation,image capturing sensor,H04,0.25
7dd23849566e2550,image signal generation,image correction,H04,0.25
2c56292f28378aad,image signal generation,image generating,H04,0.5
1b7f092b86e8e3a3,image signal generation,image generation,H04,0.5
c0d445387dc952fc,image signal generation,image process,H04,0.25
2d9aa8deed858d85,image signal generation,image processing,H04,0.25
fe328fb0ccc4bedb,image signal generation,image search,H04,0.0
618cc643748bc1af,image signal generation,image signal generating,H04,1.0
9eeab66be19bdd09,image signal generation,image signal generation system,H04,0.5
52b61f4ab50ac576,image signal generation,image signal generator,H04,1.0
34de975eedc7c572,image signal generation,image signal producing,H04,0.75
e2452c0ae10f576c,image signal generation,image signal reproducing apparatus,H04,0.5
3413277fd4fd3d6a,image signal generation,picture channel,H04,0.25
6a3d09f8c35dd4a0,image signal generation,power generation,H04,0.25
134fcee7401682d9,image signal generation,reverse image,H04,0.0
4365b2846e9b4d65,image signal generation,rg matrix processing,H04,0.25
